user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_probability,estimated_remaining_months,revenue_at_risk,expected_revenue_at_risk,expected_remaining_ltv,risk_level,risk_category,recovery_probability,estimated_recoverable_revenue,recommended_action,intervention_cost,net_recoverable_value,roi_multiple,is_profitable_intervention
2526,2024-02-08,Premium,699,4.3,7,2,26,53,Yes,0.9681,8,5413.62,5413.62,178.38,Critical Risk,Critical Risk,0.05,270.68,Payment retry & Concierge billing call,65.0,205.68,4.2,True
2527,2024-12-17,Standard,399,2.4,1,4,10,15,No,0.7064,6,1691.12,1691.12,702.88,High Risk,High Risk,0.18,304.4,Payment retry & Concierge billing call,65.0,239.4,4.7,True
2528,2023-11-15,Standard,399,1.3,4,3,2,26,Yes,0.9533,4,1521.47,1521.47,74.53,Critical Risk,Critical Risk,0.05,76.07,Payment retry & Concierge billing call,65.0,11.07,1.2,True
2529,2024-11-13,Standard,399,19.0,1,0,2,28,No,0.1512,4,241.32,241.32,1354.68,Low Risk,Low Risk,0.75,180.99,No action,0.0,180.99,181.0,False
2530,2024-08-22,Standard,399,22.9,0,0,8,47,No,0.2789,6,667.69,667.69,1726.31,Low Risk,Low Risk,0.75,500.77,No action,0.0,500.77,500.8,False
2531,2024-12-17,Basic,199,19.3,8,0,35,52,No,0.3188,8,507.53,507.53,1084.47,Low Risk,Low Risk,0.47,238.54,No action,0.0,238.54,238.5,False
2532,2023-03-09,Premium,699,14.6,5,1,18,42,No,0.5039,6,2113.36,2113.36,2080.64,Medium Risk,Medium Risk,0.45,951.01,Payment reminder & Priority billing assistance,35.0,916.01,27.2,True
2533,2024-10-24,Standard,399,1.5,8,0,12,51,Yes,0.8185,6,1959.49,1959.49,434.51,Critical Risk,Critical Risk,0.09,176.35,Customer support follow-up,120.0,56.35,1.5,True
2534,2024-10-16,Premium,699,23.3,6,4,32,33,No,0.7341,8,4105.09,4105.09,1486.91,High Risk,High Risk,0.19,779.97,Payment retry & Concierge billing call,65.0,714.97,12.0,True
2535,2024-01-27,Basic,199,5.4,7,5,5,7,No,0.5011,6,598.31,598.31,595.69,Medium Risk,Medium Risk,0.05,29.92,Payment retry & Concierge billing call,65.0,-35.08,0.5,False
2536,2023-04-12,Premium,699,18.9,1,3,36,58,Yes,0.754,8,4216.37,4216.37,1375.63,High Risk,High Risk,0.33,1391.4,Payment retry & Concierge billing call,65.0,1326.4,21.4,True
2537,2023-09-12,Basic,199,12.4,0,3,14,30,Yes,0.5042,6,602.01,602.01,591.99,Medium Risk,Medium Risk,0.5,301.0,Payment retry & Concierge billing call,65.0,236.0,4.6,True
2538,2024-06-11,Basic,199,19.2,6,1,12,13,No,0.3031,6,361.9,361.9,832.1,Low Risk,Low Risk,0.57,206.28,No action,0.0,206.28,206.3,False
2539,2023-03-10,Premium,699,14.8,1,4,19,28,No,0.6577,8,3677.86,3677.86,1914.14,High Risk,High Risk,0.39,1434.37,Payment retry & Concierge billing call,65.0,1369.37,22.1,True
2540,2024-04-23,Premium,699,4.5,6,5,17,8,Yes,0.9263,6,3884.9,3884.9,309.1,Critical Risk,Critical Risk,0.05,194.24,Payment retry & Concierge billing call,65.0,129.24,3.0,True
2541,2023-02-26,Basic,199,11.8,8,1,33,6,Yes,0.3786,8,602.73,602.73,989.27,Medium Risk,Medium Risk,0.5,301.36,Payment reminder,15.0,286.36,20.1,True
2542,2024-07-12,Basic,199,16.0,4,0,2,54,No,0.3816,4,303.75,303.75,492.25,Medium Risk,Medium Risk,0.52,157.95,Customer support follow-up,120.0,37.95,1.3,True
2543,2024-08-21,Basic,199,9.5,8,4,16,32,No,0.7864,6,938.96,938.96,255.04,High Risk,High Risk,0.05,46.95,Payment retry & Concierge billing call,65.0,-18.05,0.7,False
2544,2024-07-04,Standard,399,22.5,1,3,10,1,No,0.5219,6,1249.43,1249.43,1144.57,Medium Risk,Medium Risk,0.6,749.66,Payment retry & Concierge billing call,65.0,684.66,11.5,True
2545,2023-03-14,Premium,699,23.2,8,0,19,52,No,0.4239,8,2370.45,2370.45,3221.55,Medium Risk,Medium Risk,0.51,1208.93,Customer support follow-up,120.0,1088.93,10.1,True
2546,2023-05-04,Premium,699,22.4,4,4,26,8,Yes,0.6841,8,3825.49,3825.49,1766.51,High Risk,High Risk,0.46,1759.73,Payment retry & Concierge billing call,65.0,1694.73,27.1,True
2547,2024-01-18,Standard,399,13.3,3,4,23,28,No,0.6507,8,2077.03,2077.03,1114.97,High Risk,High Risk,0.29,602.34,Payment retry & Concierge billing call,65.0,537.34,9.3,True
2548,2024-03-04,Standard,399,13.7,0,0,1,16,No,0.0889,4,141.88,141.88,1454.12,Low Risk,Low Risk,0.74,104.99,No action,0.0,104.99,105.0,False
2549,2024-07-30,Standard,399,12.1,1,1,21,53,Yes,0.2693,8,859.61,859.61,2332.39,Low Risk,Low Risk,0.58,498.57,No action,0.0,498.57,498.6,False
2550,2023-06-11,Basic,199,15.1,1,5,20,42,Yes,0.6874,8,1094.34,1094.34,497.66,High Risk,High Risk,0.21,229.81,Payment retry & Concierge billing call,65.0,164.81,3.5,True
2551,2024-07-27,Premium,699,17.0,4,1,32,38,No,0.337,8,1884.5,1884.5,3707.5,Low Risk,Low Risk,0.51,961.1,No action,0.0,961.1,961.1,False
2552,2024-05-03,Premium,699,11.9,6,4,10,60,No,0.8108,6,3400.5,3400.5,793.5,Critical Risk,Critical Risk,0.05,170.02,Payment retry & Concierge billing call,65.0,105.02,2.6,True
2553,2023-04-01,Premium,699,7.0,5,1,4,45,Yes,0.4969,4,1389.33,1389.33,1406.67,Medium Risk,Medium Risk,0.29,402.91,Payment reminder & Priority billing assistance,35.0,367.91,11.5,True
2554,2024-10-19,Premium,699,3.3,6,0,28,31,No,0.4918,8,2750.15,2750.15,2841.85,Medium Risk,Medium Risk,0.39,1072.56,Customer support follow-up,120.0,952.56,8.9,True
2555,2024-01-22,Basic,199,12.4,8,4,12,14,Yes,0.6739,6,804.64,804.64,389.36,High Risk,High Risk,0.12,96.56,Payment retry & Concierge billing call,65.0,31.56,1.5,True
2556,2024-11-05,Standard,399,19.6,7,4,7,51,No,0.6763,6,1619.06,1619.06,774.94,High Risk,High Risk,0.05,80.95,Payment retry & Concierge billing call,65.0,15.95,1.2,True
2557,2024-10-17,Premium,699,5.0,0,4,26,59,Yes,0.7141,8,3993.25,3993.25,1598.75,High Risk,High Risk,0.25,998.31,Payment retry & Concierge billing call,65.0,933.31,15.4,True
2558,2024-03-15,Standard,399,9.9,3,5,25,16,No,0.4618,8,1474.07,1474.07,1717.93,Medium Risk,Medium Risk,0.16,235.85,Payment retry & Concierge billing call,65.0,170.85,3.6,True
2559,2023-06-06,Basic,199,11.6,4,1,18,4,No,0.2265,6,270.44,270.44,923.56,Low Risk,Low Risk,0.66,178.49,No action,0.0,178.49,178.5,False
2560,2023-09-06,Premium,699,3.0,2,1,22,59,Yes,0.7429,8,4154.3,4154.3,1437.7,High Risk,High Risk,0.45,1869.44,Payment reminder & Priority billing assistance,35.0,1834.44,53.4,True
2561,2024-08-10,Premium,699,7.2,8,1,27,0,No,0.2329,8,1302.38,1302.38,4289.62,Low Risk,Low Risk,0.45,586.07,No action,0.0,586.07,586.1,False
2562,2023-02-12,Basic,199,13.6,8,5,18,32,Yes,0.8173,6,975.86,975.86,218.14,Critical Risk,Critical Risk,0.05,48.79,Payment retry & Concierge billing call,65.0,-16.21,0.8,False
2563,2024-06-23,Standard,399,24.6,6,3,9,9,No,0.474,6,1134.76,1134.76,1259.24,Medium Risk,Medium Risk,0.43,487.95,Payment retry & Concierge billing call,65.0,422.95,7.5,True
2564,2023-04-26,Standard,399,10.9,1,0,5,19,Yes,0.2611,6,625.07,625.07,1768.93,Low Risk,Low Risk,0.67,418.8,No action,0.0,418.8,418.8,False
2565,2023-08-27,Premium,699,9.3,2,1,16,45,No,0.3604,6,1511.52,1511.52,2682.48,Medium Risk,Medium Risk,0.51,770.88,Payment reminder & Priority billing assistance,35.0,735.88,22.0,True
2566,2023-02-14,Basic,199,18.1,0,2,31,11,No,0.1553,8,247.24,247.24,1344.76,Low Risk,Low Risk,0.78,192.85,No action,0.0,192.85,192.8,False
2567,2024-12-18,Standard,399,14.1,1,3,21,21,No,0.5729,8,1828.7,1828.7,1363.3,Medium Risk,Medium Risk,0.48,877.78,Payment retry & Concierge billing call,65.0,812.78,13.5,True
2568,2023-05-08,Basic,199,9.3,4,2,11,31,Yes,0.623,6,743.86,743.86,450.14,High Risk,High Risk,0.25,185.96,Payment retry & Concierge billing call,65.0,120.96,2.9,True
2569,2023-01-29,Premium,699,11.0,0,1,7,44,Yes,0.4656,6,1952.73,1952.73,2241.27,Medium Risk,Medium Risk,0.53,1034.95,Payment reminder & Priority billing assistance,35.0,999.95,29.6,True
2570,2023-03-08,Premium,699,10.4,1,3,27,48,No,0.6551,8,3663.32,3663.32,1928.68,High Risk,High Risk,0.36,1318.8,Payment retry & Concierge billing call,65.0,1253.8,20.3,True
2571,2023-02-12,Premium,699,17.7,8,4,9,48,Yes,0.7941,6,3330.46,3330.46,863.54,High Risk,High Risk,0.05,166.52,Payment retry & Concierge billing call,65.0,101.52,2.6,True
2572,2023-05-29,Premium,699,23.9,0,3,35,29,No,0.4113,8,2299.99,2299.99,3292.01,Medium Risk,Medium Risk,0.62,1425.99,Payment retry & Concierge billing call,65.0,1360.99,21.9,True
2573,2023-04-18,Basic,199,2.5,4,3,18,33,Yes,0.9591,6,1145.17,1145.17,48.83,Critical Risk,Critical Risk,0.05,57.26,Payment retry & Concierge billing call,65.0,-7.74,0.9,False
2574,2024-07-13,Basic,199,15.8,6,5,21,24,No,0.6921,8,1101.82,1101.82,490.18,High Risk,High Risk,0.1,110.18,Payment retry & Concierge billing call,65.0,45.18,1.7,True
2575,2024-09-25,Standard,399,15.6,3,5,35,37,Yes,0.6449,8,2058.52,2058.52,1133.48,High Risk,High Risk,0.14,288.19,Payment retry & Concierge billing call,65.0,223.19,4.4,True
2576,2023-04-03,Premium,699,8.1,8,3,29,36,Yes,0.8727,8,4880.14,4880.14,711.86,Critical Risk,Critical Risk,0.05,244.01,Payment retry & Concierge billing call,65.0,179.01,3.8,True
2577,2024-09-20,Standard,399,14.9,5,5,22,3,Yes,0.6759,8,2157.47,2157.47,1034.53,High Risk,High Risk,0.25,539.37,Payment retry & Concierge billing call,65.0,474.37,8.3,True
2578,2024-01-26,Basic,199,1.9,7,2,12,15,Yes,0.9362,6,1117.82,1117.82,76.18,Critical Risk,Critical Risk,0.05,55.89,Payment retry & Concierge billing call,65.0,-9.11,0.9,False
2579,2023-03-05,Premium,699,9.1,1,3,3,5,No,0.4355,4,1217.66,1217.66,1578.34,Medium Risk,Medium Risk,0.47,572.3,Payment retry & Concierge billing call,65.0,507.3,8.8,True
2580,2023-09-12,Basic,199,18.9,8,3,35,13,Yes,0.7147,8,1137.8,1137.8,454.2,High Risk,High Risk,0.37,420.99,Payment retry & Concierge billing call,65.0,355.99,6.5,True
2581,2024-01-24,Standard,399,3.0,4,2,9,23,Yes,0.9626,6,2304.46,2304.46,89.54,Critical Risk,Critical Risk,0.15,345.67,Payment retry & Concierge billing call,65.0,280.67,5.3,True
2582,2024-08-17,Standard,399,1.7,4,1,1,19,No,0.4161,4,664.1,664.1,931.9,Medium Risk,Medium Risk,0.36,239.08,Payment reminder & Priority billing assistance,35.0,204.08,6.8,True
2583,2024-07-24,Standard,399,1.7,6,3,12,43,Yes,0.9806,6,2347.56,2347.56,46.44,Critical Risk,Critical Risk,0.05,117.38,Payment retry & Concierge billing call,65.0,52.38,1.8,True
2584,2023-09-26,Premium,699,11.1,6,0,28,20,No,0.242,8,1353.26,1353.26,4238.74,Low Risk,Low Risk,0.55,744.29,No action,0.0,744.29,744.3,False
2585,2024-05-16,Basic,199,20.6,4,2,1,27,No,0.5906,4,470.12,470.12,325.88,Medium Risk,Medium Risk,0.45,211.55,Payment retry & Concierge billing call,65.0,146.55,3.3,True
2586,2023-11-12,Standard,399,13.7,0,4,22,28,No,0.4456,8,1422.36,1422.36,1769.64,Medium Risk,Medium Risk,0.42,597.39,Payment retry & Concierge billing call,65.0,532.39,9.2,True
2587,2023-09-06,Standard,399,5.2,8,4,15,1,Yes,0.6258,6,1498.17,1498.17,895.83,High Risk,High Risk,0.13,194.76,Payment retry & Concierge billing call,65.0,129.76,3.0,True
2588,2024-03-04,Standard,399,20.1,6,1,17,54,No,0.4597,6,1100.52,1100.52,1293.48,Medium Risk,Medium Risk,0.46,506.24,Payment reminder & Priority billing assistance,35.0,471.24,14.5,True
2589,2023-12-22,Standard,399,1.8,6,5,19,21,Yes,0.9549,8,3048.04,3048.04,143.96,Critical Risk,Critical Risk,0.05,152.4,Payment retry & Concierge billing call,65.0,87.4,2.3,True
2590,2023-06-29,Basic,199,0.7,6,1,4,54,Yes,0.8763,4,697.53,697.53,98.47,Critical Risk,Critical Risk,0.07,48.83,Payment reminder,15.0,33.83,3.3,True
2591,2024-11-03,Basic,199,4.9,7,3,19,56,Yes,0.8832,8,1406.05,1406.05,185.95,Critical Risk,Critical Risk,0.05,70.3,Payment retry & Concierge billing call,65.0,5.3,1.1,True
2592,2023-04-17,Standard,399,10.3,5,4,20,4,Yes,0.6003,8,1916.16,1916.16,1275.84,High Risk,High Risk,0.3,574.85,Payment retry & Concierge billing call,65.0,509.85,8.8,True
2593,2024-05-30,Basic,199,7.4,1,0,12,23,No,0.247,6,294.92,294.92,899.08,Low Risk,Low Risk,0.63,185.8,No action,0.0,185.8,185.8,False
2594,2024-07-03,Standard,399,20.0,6,0,35,0,No,0.3249,8,1037.08,1037.08,2154.92,Low Risk,Low Risk,0.76,788.18,No action,0.0,788.18,788.2,False
2595,2024-07-26,Basic,199,12.1,8,3,7,30,Yes,0.7372,6,880.22,880.22,313.78,High Risk,High Risk,0.1,88.02,Payment retry & Concierge billing call,65.0,23.02,1.4,True
2596,2024-01-02,Basic,199,21.9,2,4,13,38,No,0.5211,6,622.19,622.19,571.81,Medium Risk,Medium Risk,0.34,211.54,Payment retry & Concierge billing call,65.0,146.54,3.3,True
2597,2024-02-23,Standard,399,23.3,4,3,1,8,No,0.2067,4,329.89,329.89,1266.11,Low Risk,Low Risk,0.49,161.65,No action,0.0,161.65,161.6,False
2598,2023-06-18,Standard,399,16.1,6,0,11,9,No,0.1503,6,359.82,359.82,2034.18,Low Risk,Low Risk,0.64,230.28,No action,0.0,230.28,230.3,False
2599,2023-12-17,Basic,199,13.5,3,5,14,48,No,0.6221,6,742.79,742.79,451.21,High Risk,High Risk,0.11,81.71,Payment retry & Concierge billing call,65.0,16.71,1.3,True
2600,2023-12-25,Basic,199,9.0,6,4,28,3,Yes,0.6658,8,1059.95,1059.95,532.05,High Risk,High Risk,0.25,264.99,Payment retry & Concierge billing call,65.0,199.99,4.1,True
2601,2023-05-07,Premium,699,9.5,4,4,11,11,Yes,0.5049,6,2117.55,2117.55,2076.45,Medium Risk,Medium Risk,0.25,529.39,Payment retry & Concierge billing call,65.0,464.39,8.1,True
2602,2024-01-06,Premium,699,17.5,3,4,36,20,No,0.3936,8,2201.01,2201.01,3390.99,Medium Risk,Medium Risk,0.34,748.34,Payment retry & Concierge billing call,65.0,683.34,11.5,True
2603,2023-10-20,Standard,399,1.3,6,2,4,19,Yes,0.9283,4,1481.57,1481.57,114.43,Critical Risk,Critical Risk,0.05,74.08,Payment retry & Concierge billing call,65.0,9.08,1.1,True
2604,2023-04-25,Premium,699,8.8,2,1,30,54,No,0.3053,8,1707.24,1707.24,3884.76,Low Risk,Low Risk,0.51,870.69,No action,0.0,870.69,870.7,False
2605,2024-05-18,Basic,199,4.3,7,2,13,49,Yes,0.8638,6,1031.38,1031.38,162.62,Critical Risk,Critical Risk,0.05,51.57,Payment retry & Concierge billing call,65.0,-13.43,0.8,False
2606,2024-10-22,Premium,699,11.5,6,1,6,15,No,0.3115,6,1306.43,1306.43,2887.57,Low Risk,Low Risk,0.38,496.44,No action,0.0,496.44,496.4,False
2607,2024-07-05,Premium,699,12.5,0,1,11,55,No,0.3315,6,1390.31,1390.31,2803.69,Low Risk,Low Risk,0.54,750.77,No action,0.0,750.77,750.8,False
2608,2024-07-09,Standard,399,20.6,7,2,11,45,Yes,0.7373,6,1765.1,1765.1,628.9,High Risk,High Risk,0.25,441.28,Payment retry & Concierge billing call,65.0,376.28,6.8,True
2609,2023-12-03,Basic,199,15.4,6,1,5,52,Yes,0.6424,6,767.03,767.03,426.97,High Risk,High Risk,0.33,253.12,Payment reminder,15.0,238.12,16.9,True
2610,2023-05-29,Premium,699,1.3,3,2,13,46,Yes,0.9522,6,3993.53,3993.53,200.47,Critical Risk,Critical Risk,0.17,678.9,Payment retry & Concierge billing call,65.0,613.9,10.4,True
2611,2024-12-17,Standard,399,8.6,3,2,15,0,Yes,0.4017,6,961.67,961.67,1432.33,Medium Risk,Medium Risk,0.57,548.15,Payment retry & Concierge billing call,65.0,483.15,8.4,True
2612,2024-06-10,Premium,699,13.1,6,3,7,30,Yes,0.8012,6,3360.23,3360.23,833.77,Critical Risk,Critical Risk,0.07,235.22,Payment retry & Concierge billing call,65.0,170.22,3.6,True
2613,2024-11-17,Basic,199,9.0,2,2,28,16,Yes,0.4404,8,701.12,701.12,890.88,Medium Risk,Medium Risk,0.49,343.55,Payment retry & Concierge billing call,65.0,278.55,5.3,True
2614,2024-01-06,Standard,399,6.9,0,4,17,13,No,0.2895,6,693.06,693.06,1700.94,Low Risk,Low Risk,0.47,325.74,No action,0.0,325.74,325.7,False
2615,2023-04-20,Premium,699,12.1,3,3,5,45,No,0.6541,6,2743.3,2743.3,1450.7,High Risk,High Risk,0.22,603.53,Payment retry & Concierge billing call,65.0,538.53,9.3,True
2616,2024-05-29,Basic,199,6.4,1,1,21,34,No,0.2373,8,377.78,377.78,1214.22,Low Risk,Low Risk,0.52,196.45,No action,0.0,196.45,196.4,False
2617,2024-08-23,Premium,699,21.9,6,4,17,36,Yes,0.8521,6,3573.71,3573.71,620.29,Critical Risk,Critical Risk,0.06,214.42,Payment retry & Concierge billing call,65.0,149.42,3.3,True
2618,2024-12-20,Premium,699,19.5,0,2,33,20,No,0.3024,8,1691.02,1691.02,3900.98,Low Risk,Low Risk,0.68,1149.89,No action,0.0,1149.89,1149.9,False
2619,2023-08-27,Basic,199,3.1,7,5,31,8,Yes,0.9175,8,1460.66,1460.66,131.34,Critical Risk,Critical Risk,0.05,73.03,Payment retry & Concierge billing call,65.0,8.03,1.1,True
2620,2023-06-29,Basic,199,21.6,8,5,6,24,Yes,0.7445,6,888.93,888.93,305.07,High Risk,High Risk,0.05,44.45,Payment retry & Concierge billing call,65.0,-20.55,0.7,False
2621,2023-06-16,Standard,399,22.7,8,5,9,14,No,0.6419,6,1536.71,1536.71,857.29,High Risk,High Risk,0.13,199.77,Payment retry & Concierge billing call,65.0,134.77,3.1,True
2622,2024-11-06,Premium,699,6.3,1,1,16,7,No,0.1373,6,575.84,575.84,3618.16,Low Risk,Low Risk,0.72,414.6,No action,0.0,414.6,414.6,False
2623,2024-06-13,Premium,699,1.2,2,4,32,13,No,0.5597,8,3129.84,3129.84,2462.16,Medium Risk,Medium Risk,0.33,1032.85,Payment retry & Concierge billing call,65.0,967.85,15.9,True
2624,2023-02-15,Premium,699,17.9,8,1,4,10,Yes,0.4495,4,1256.8,1256.8,1539.2,Medium Risk,Medium Risk,0.48,603.26,Payment reminder & Priority billing assistance,35.0,568.26,17.2,True
2625,2024-06-18,Basic,199,5.0,2,0,1,1,Yes,0.3764,4,299.61,299.61,496.39,Medium Risk,Medium Risk,0.69,206.73,Engagement campaign,10.0,196.73,20.7,True
2626,2024-10-08,Standard,399,11.1,1,0,30,58,Yes,0.3631,8,1159.02,1159.02,2032.98,Medium Risk,Medium Risk,0.67,776.54,Engagement campaign,10.0,766.54,77.7,True
2627,2024-07-14,Premium,699,23.0,7,5,36,24,Yes,0.8866,8,4957.87,4957.87,634.13,Critical Risk,Critical Risk,0.05,247.89,Payment retry & Concierge billing call,65.0,182.89,3.8,True
2628,2023-08-29,Basic,199,5.1,6,0,19,18,Yes,0.4599,8,732.16,732.16,859.84,Medium Risk,Medium Risk,0.49,358.76,Customer support follow-up,120.0,238.76,3.0,True
2629,2024-06-06,Premium,699,23.2,3,5,19,60,Yes,0.6379,8,3567.14,3567.14,2024.86,High Risk,High Risk,0.21,749.1,Payment retry & Concierge billing call,65.0,684.1,11.5,True
2630,2023-11-13,Basic,199,7.3,8,5,31,8,Yes,0.7313,8,1164.23,1164.23,427.77,High Risk,High Risk,0.05,58.21,Payment retry & Concierge billing call,65.0,-6.79,0.9,False
2631,2023-01-18,Standard,399,20.9,1,0,21,0,No,0.1954,8,623.72,623.72,2568.28,Low Risk,Low Risk,0.95,592.53,No action,0.0,592.53,592.5,False
2632,2023-12-04,Standard,399,22.9,0,2,26,52,No,0.3356,8,1071.24,1071.24,2120.76,Low Risk,Low Risk,0.63,674.88,No action,0.0,674.88,674.9,False
2633,2023-02-17,Premium,699,11.2,1,2,25,1,No,0.2964,8,1657.47,1657.47,3934.53,Low Risk,Low Risk,0.67,1110.5,No action,0.0,1110.5,1110.5,False
2634,2023-01-14,Standard,399,24.3,6,3,28,17,Yes,0.6074,8,1938.82,1938.82,1253.18,High Risk,High Risk,0.38,736.75,Payment retry & Concierge billing call,65.0,671.75,11.3,True
2635,2023-08-19,Premium,699,22.9,4,0,26,45,Yes,0.6636,8,3710.85,3710.85,1881.15,High Risk,High Risk,0.67,2486.27,Customer support follow-up,120.0,2366.27,20.7,True
2636,2024-08-28,Standard,399,20.3,8,2,1,6,Yes,0.7007,4,1118.32,1118.32,477.68,High Risk,High Risk,0.4,447.33,Payment retry & Concierge billing call,65.0,382.33,6.9,True
2637,2023-07-19,Standard,399,1.5,0,2,31,49,Yes,0.9486,8,3027.93,3027.93,164.07,Critical Risk,Critical Risk,0.3,908.38,Payment retry & Concierge billing call,65.0,843.38,14.0,True
2638,2024-08-04,Standard,399,13.9,4,4,27,9,Yes,0.562,8,1793.9,1793.9,1398.1,Medium Risk,Medium Risk,0.38,681.68,Payment retry & Concierge billing call,65.0,616.68,10.5,True
2639,2024-03-19,Premium,699,4.4,7,0,26,33,Yes,0.8416,8,4706.23,4706.23,885.77,Critical Risk,Critical Risk,0.24,1129.5,Customer support follow-up,120.0,1009.5,9.4,True
2640,2024-11-07,Premium,699,13.2,1,3,36,33,No,0.5861,8,3277.47,3277.47,2314.53,Medium Risk,Medium Risk,0.39,1278.21,Payment retry & Concierge billing call,65.0,1213.21,19.7,True
2641,2024-08-28,Premium,699,19.6,1,2,32,1,No,0.2578,8,1441.62,1441.62,4150.38,Low Risk,Low Risk,0.76,1095.63,No action,0.0,1095.63,1095.6,False
2642,2023-01-24,Standard,399,9.4,1,4,12,29,No,0.564,6,1350.22,1350.22,1043.78,Medium Risk,Medium Risk,0.25,337.56,Payment retry & Concierge billing call,65.0,272.56,5.2,True
2643,2024-01-03,Premium,699,3.6,1,1,16,27,No,0.575,6,2411.55,2411.55,1782.45,Medium Risk,Medium Risk,0.58,1398.7,Payment reminder & Priority billing assistance,35.0,1363.7,40.0,True
2644,2023-03-22,Standard,399,14.6,2,3,34,0,Yes,0.4142,8,1322.13,1322.13,1869.87,Medium Risk,Medium Risk,0.57,753.61,Payment retry & Concierge billing call,65.0,688.61,11.6,True
2645,2024-04-17,Premium,699,19.1,5,1,1,60,Yes,0.8136,4,2274.83,2274.83,521.17,Critical Risk,Critical Risk,0.29,659.7,Payment reminder & Priority billing assistance,35.0,624.7,18.8,True
2646,2024-12-24,Standard,399,13.0,1,3,22,31,Yes,0.7533,8,2404.53,2404.53,787.47,High Risk,High Risk,0.27,649.22,Payment retry & Concierge billing call,65.0,584.22,10.0,True
2647,2023-04-09,Basic,199,12.5,6,4,9,11,No,0.5837,6,696.94,696.94,497.06,Medium Risk,Medium Risk,0.2,139.39,Payment retry & Concierge billing call,65.0,74.39,2.1,True
2648,2023-05-22,Premium,699,4.0,1,4,36,45,Yes,0.9133,8,5107.17,5107.17,484.83,Critical Risk,Critical Risk,0.08,408.57,Payment retry & Concierge billing call,65.0,343.57,6.3,True
2649,2024-06-08,Standard,399,4.8,2,4,18,60,Yes,0.8947,6,2141.91,2141.91,252.09,Critical Risk,Critical Risk,0.05,107.1,Payment retry & Concierge billing call,65.0,42.1,1.6,True
2650,2023-05-16,Premium,699,11.5,4,5,5,46,Yes,0.7341,6,3078.82,3078.82,1115.18,High Risk,High Risk,0.05,153.94,Payment retry & Concierge billing call,65.0,88.94,2.4,True
2651,2023-02-16,Basic,199,9.0,4,2,36,31,No,0.6981,8,1111.38,1111.38,480.62,High Risk,High Risk,0.33,366.76,Payment retry & Concierge billing call,65.0,301.76,5.6,True
2652,2023-05-10,Standard,399,19.6,2,0,28,54,No,0.2959,8,944.51,944.51,2247.49,Low Risk,Low Risk,0.72,680.05,No action,0.0,680.05,680.0,False
2653,2024-02-13,Standard,399,20.8,0,5,32,3,Yes,0.3509,8,1120.07,1120.07,2071.93,Medium Risk,Medium Risk,0.51,571.24,Payment retry & Concierge billing call,65.0,506.24,8.8,True
2654,2023-05-20,Basic,199,10.5,0,3,22,10,Yes,0.3408,8,542.55,542.55,1049.45,Low Risk,Low Risk,0.6,325.53,No action,0.0,325.53,325.5,False
2655,2023-12-02,Standard,399,24.8,8,1,31,58,No,0.5636,8,1799.01,1799.01,1392.99,Medium Risk,Medium Risk,0.43,773.57,Payment reminder & Priority billing assistance,35.0,738.57,22.1,True
2656,2024-06-13,Premium,699,0.6,1,3,18,33,Yes,0.8672,6,3637.04,3637.04,556.96,Critical Risk,Critical Risk,0.15,545.56,Payment retry & Concierge billing call,65.0,480.56,8.4,True
2657,2024-03-05,Basic,199,17.4,7,1,11,5,Yes,0.32,6,382.08,382.08,811.92,Low Risk,Low Risk,0.51,194.86,No action,0.0,194.86,194.9,False
2658,2023-03-02,Basic,199,23.6,8,2,25,0,Yes,0.7264,8,1156.43,1156.43,435.57,High Risk,High Risk,0.52,601.34,Payment retry & Concierge billing call,65.0,536.34,9.3,True
2659,2023-01-02,Standard,399,16.2,0,0,36,7,No,0.1411,8,450.39,450.39,2741.61,Low Risk,Low Risk,0.95,427.87,No action,0.0,427.87,427.9,False
2660,2024-03-13,Premium,699,21.2,1,5,12,5,Yes,0.4629,6,1941.4,1941.4,2252.6,Medium Risk,Medium Risk,0.39,757.15,Payment retry & Concierge billing call,65.0,692.15,11.6,True
2661,2023-05-20,Basic,199,18.7,3,3,3,3,No,0.589,4,468.84,468.84,327.16,Medium Risk,Medium Risk,0.49,229.73,Payment retry & Concierge billing call,65.0,164.73,3.5,True
2662,2023-01-16,Basic,199,1.3,1,3,3,37,Yes,0.9688,4,771.16,771.16,24.84,Critical Risk,Critical Risk,0.07,53.98,Payment retry & Concierge billing call,65.0,-11.02,0.8,False
2663,2024-07-29,Basic,199,6.8,1,4,31,36,No,0.6224,8,990.86,990.86,601.14,High Risk,High Risk,0.23,227.9,Payment retry & Concierge billing call,65.0,162.9,3.5,True
2664,2024-06-18,Premium,699,17.6,3,5,21,9,No,0.4837,8,2704.85,2704.85,2887.15,Medium Risk,Medium Risk,0.36,973.75,Payment retry & Concierge billing call,65.0,908.75,15.0,True
2665,2023-09-21,Standard,399,15.0,3,3,27,22,Yes,0.7211,8,2301.75,2301.75,890.25,High Risk,High Risk,0.41,943.72,Payment retry & Concierge billing call,65.0,878.72,14.5,True
2666,2024-06-11,Standard,399,19.3,6,5,31,5,No,0.6224,8,1986.7,1986.7,1205.3,High Risk,High Risk,0.25,496.68,Payment retry & Concierge billing call,65.0,431.68,7.6,True
